kind,experiment_key,model_key,condition,train_dataset,seed,rank,lora_alpha,benchmark,accuracy,n_eval,detail_path,metric_name,elapsed_hours,estimated_cu,adapter_dir,trainable_params,pct_trainable,base_accuracy,delta_vs_base,full_condition_accuracy,delta_vs_full,efficiency_ratio
train_eval,train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407,falcon_h1_0_5b_base,mlp_only,codealpaca,3407,16.0,32.0,mmlu,0.51171875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,2.334355193707678,3.9684038293030524,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407/final_adapter,5308416.0,1.0078259488085803,0.517578125,-0.005859375,0.515625,-0.00390625,-0.0014765067397460524
train_eval,train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407,falcon_h1_0_5b_base,mlp_only,codealpaca,3407,16.0,32.0,gsm8k,0.3203125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,2.334355193707678,3.9684038293030524,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407/final_adapter,5308416.0,1.0078259488085803,0.3828125,-0.0625,0.359375,-0.0390625,-0.01574940522395789
train_eval,train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407,falcon_h1_0_5b_base,mlp_only,codealpaca,3407,16.0,32.0,arc_challenge,0.7324414715719063,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.334355193707678,3.9684038293030524,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407/final_adapter,5308416.0,1.0078259488085803,0.7424749163879598,-0.010033444816053505,0.725752508361204,0.006688963210702337,-0.002528332611203941
train_eval,train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407,falcon_h1_0_5b_base,mlp_only,codealpaca,3407,16.0,32.0,hellaswag,0.3125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.334355193707678,3.9684038293030524,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407/final_adapter,5308416.0,1.0078259488085803,0.330078125,-0.017578125,0.314453125,-0.001953125,-0.004429520219238157
train_eval,train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407,falcon_h1_0_5b_base,mlp_only,codealpaca,3407,16.0,32.0,humaneval,,164,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1_unavailable,2.334355193707678,3.9684038293030524,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__codealpaca__seed3407/final_adapter,5308416.0,1.0078259488085803,,,,,
train_eval,train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,mlp_only,gsm8k_train,3407,16.0,32.0,mmlu,0.505859375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,0.0013641985919740464,0.002319137606355879,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407/final_adapter,5308416.0,1.0078259488085803,0.517578125,-0.01171875,0.515625,-0.009765625,-5.053063676723339
train_eval,train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,mlp_only,gsm8k_train,3407,16.0,32.0,gsm8k,0.5078125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.0013641985919740464,0.002319137606355879,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407/final_adapter,5308416.0,1.0078259488085803,0.3828125,0.125,0.50390625,0.00390625,53.899345885048945
train_eval,train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,mlp_only,gsm8k_train,3407,16.0,32.0,arc_challenge,0.7090301003344481,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.0013641985919740464,0.002319137606355879,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407/final_adapter,5308416.0,1.0078259488085803,0.7424749163879598,-0.03344481605351168,0.7123745819397993,-0.0033444816053511683,-14.42122966824051
train_eval,train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,mlp_only,gsm8k_train,3407,16.0,32.0,hellaswag,0.326171875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.0013641985919740464,0.002319137606355879,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__gsm8k_train__seed3407/final_adapter,5308416.0,1.0078259488085803,0.330078125,-0.00390625,0.302734375,0.0234375,-1.6843545589077795
train_eval,train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407,falcon_h1_0_5b_base,mlp_only,ultrachat,3407,16.0,32.0,mmlu,0.5078125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,2.6000437507364484,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407/final_adapter,5308416.0,1.0078259488085803,0.517578125,-0.009765625,0.509765625,-0.001953125,
train_eval,train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407,falcon_h1_0_5b_base,mlp_only,ultrachat,3407,16.0,32.0,gsm8k,0.46875,256,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,2.6000437507364484,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407/final_adapter,5308416.0,1.0078259488085803,0.3828125,0.0859375,0.4296875,0.0390625,
train_eval,train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407,falcon_h1_0_5b_base,mlp_only,ultrachat,3407,16.0,32.0,arc_challenge,0.725752508361204,299,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.6000437507364484,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407/final_adapter,5308416.0,1.0078259488085803,0.7424749163879598,-0.01672240802675584,0.7290969899665551,-0.0033444816053511683,
train_eval,train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407,falcon_h1_0_5b_base,mlp_only,ultrachat,3407,16.0,32.0,hellaswag,0.29296875,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.6000437507364484,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__mlp_only__ultrachat__seed3407/final_adapter,5308416.0,1.0078259488085803,0.330078125,-0.037109375,0.287109375,0.005859375,
train_eval,train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_only,codealpaca,3407,16.0,32.0,mmlu,0.517578125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,2.3185026872820322,3.941454568379455,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407/final_adapter,2520576.0,0.4810886793484219,0.517578125,0.0,0.515625,0.001953125,0.0
train_eval,train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_only,codealpaca,3407,16.0,32.0,gsm8k,0.3203125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,2.3185026872820322,3.941454568379455,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407/final_adapter,2520576.0,0.4810886793484219,0.3828125,-0.0625,0.359375,-0.0390625,-0.01585709004523605
train_eval,train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_only,codealpaca,3407,16.0,32.0,arc_challenge,0.7290969899665551,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.3185026872820322,3.941454568379455,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407/final_adapter,2520576.0,0.4810886793484219,0.7424749163879598,-0.013377926421404673,0.725752508361204,0.0033444816053511683,-0.0033941597421241016
train_eval,train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_only,codealpaca,3407,16.0,32.0,hellaswag,0.326171875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.3185026872820322,3.941454568379455,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407/final_adapter,2520576.0,0.4810886793484219,0.330078125,-0.00390625,0.314453125,0.01171875,-0.000991068127827253
train_eval,train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_only,codealpaca,3407,16.0,32.0,humaneval,,164,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1_unavailable,2.3185026872820322,3.941454568379455,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__codealpaca__seed3407/final_adapter,2520576.0,0.4810886793484219,,,,,
train_eval,train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_only,gsm8k_train,3407,16.0,32.0,mmlu,0.5234375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,3.1545264771249557,5.362695011112424,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407/final_adapter,2520576.0,0.4810886793484219,0.517578125,0.005859375,0.515625,0.0078125,0.0010926176088437566
train_eval,train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_only,gsm8k_train,3407,16.0,32.0,gsm8k,0.46875,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,3.1545264771249557,5.362695011112424,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407/final_adapter,2520576.0,0.4810886793484219,0.3828125,0.0859375,0.50390625,-0.03515625,0.016025058263041764
train_eval,train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_only,gsm8k_train,3407,16.0,32.0,arc_challenge,0.7290969899665551,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,3.1545264771249557,5.362695011112424,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407/final_adapter,2520576.0,0.4810886793484219,0.7424749163879598,-0.013377926421404673,0.7123745819397993,0.01672240802675584,-0.0024946274948851863
train_eval,train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_only,gsm8k_train,3407,16.0,32.0,hellaswag,0.3046875,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,3.1545264771249557,5.362695011112424,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__gsm8k_train__seed3407/final_adapter,2520576.0,0.4810886793484219,0.330078125,-0.025390625,0.302734375,0.001953125,-0.004734676304989612
train_eval,train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_only,ultrachat,3407,16.0,32.0,mmlu,0.517578125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,2.584611499574449,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407/final_adapter,2520576.0,0.4810886793484219,0.517578125,0.0,0.509765625,0.0078125,
train_eval,train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_only,ultrachat,3407,16.0,32.0,gsm8k,0.48828125,256,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,2.584611499574449,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407/final_adapter,2520576.0,0.4810886793484219,0.3828125,0.10546875,0.4296875,0.05859375,
train_eval,train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_only,ultrachat,3407,16.0,32.0,arc_challenge,0.7391304347826086,299,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.584611499574449,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407/final_adapter,2520576.0,0.4810886793484219,0.7424749163879598,-0.0033444816053511683,0.7290969899665551,0.010033444816053505,
train_eval,train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_only,ultrachat,3407,16.0,32.0,hellaswag,0.306640625,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.584611499574449,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_only__ultrachat__seed3407/final_adapter,2520576.0,0.4810886793484219,0.330078125,-0.0234375,0.287109375,0.01953125,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,codealpaca,3407,16.0,32.0,mmlu,0.51953125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,0.7186729747719235,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407/final_adapter,7828992.0,1.4792892789438237,0.517578125,0.001953125,0.515625,0.00390625,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,codealpaca,3407,16.0,32.0,gsm8k,0.3515625,256,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.7186729747719235,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407/final_adapter,7828992.0,1.4792892789438237,0.3828125,-0.03125,0.359375,-0.0078125,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,codealpaca,3407,16.0,32.0,arc_challenge,0.725752508361204,299,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.7186729747719235,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407/final_adapter,7828992.0,1.4792892789438237,0.7424749163879598,-0.01672240802675584,0.725752508361204,0.0,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,codealpaca,3407,16.0,32.0,hellaswag,0.31640625,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.7186729747719235,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407/final_adapter,7828992.0,1.4792892789438237,0.330078125,-0.013671875,0.314453125,0.001953125,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,codealpaca,3407,16.0,32.0,humaneval,0.0,164,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407__inline_eval__humaneval.jsonl,pass@1,0.7186729747719235,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__codealpaca__seed3407/final_adapter,7828992.0,1.4792892789438237,,,,,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,gsm8k_train,3407,16.0,32.0,mmlu,0.515625,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,accuracy,0.006080807646115621,0.010337372998396556,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407/final_adapter,7828992.0,1.4792892789438237,0.517578125,-0.001953125,0.515625,0.0,-0.18893823414352484
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,gsm8k_train,3407,16.0,32.0,gsm8k,0.5078125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.006080807646115621,0.010337372998396556,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407/final_adapter,7828992.0,1.4792892789438237,0.3828125,0.125,0.50390625,0.00390625,12.09204698518559
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,gsm8k_train,3407,16.0,32.0,arc_challenge,0.7123745819397993,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.006080807646115621,0.010337372998396556,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407/final_adapter,7828992.0,1.4792892789438237,0.7424749163879598,-0.030100334448160515,0.7123745819397993,0.0,-2.911797267335659
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,gsm8k_train,3407,16.0,32.0,hellaswag,0.306640625,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.006080807646115621,0.010337372998396556,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__gsm8k_train__seed3407/final_adapter,7828992.0,1.4792892789438237,0.330078125,-0.0234375,0.302734375,0.00390625,-2.267258809722298
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,mmlu,0.5078125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__mmlu.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.517578125,-0.009765625,0.509765625,-0.001953125,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,gsm8k,0.47265625,256,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__gsm8k.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.3828125,0.08984375,0.4296875,0.04296875,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,arc_challenge,0.7391304347826086,299,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.7424749163879598,-0.0033444816053511683,0.7290969899665551,0.010033444816053505,
train_eval,train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407,falcon_h1_0_5b_base,ssm_plus_mlp,ultrachat,3407,16.0,32.0,hellaswag,0.30078125,512,/workspace/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407__inline_eval__hellaswag.jsonl,accuracy,2.6086066296365527,,/workspace/papers-tecnicos/3-LoRA-Placement/models/train__falcon_h1_0_5b_base__ssm_plus_mlp__ultrachat__seed3407/final_adapter,7828992.0,1.4792892789438237,0.330078125,-0.029296875,0.287109375,0.013671875,
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,mmlu,0.486328125,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__mmlu.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.482421875,0.00390625,0.486328125,0.0,0.003287767157257943
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,gsm8k,0.078125,256,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__gsm8k.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.296875,-0.21875,0.078125,0.0,-0.1841149608064448
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,arc_challenge,0.7224080267558528,299,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.7324414715719063,-0.010033444816053505,0.7224080267558528,0.0,-0.008444833367137453
train_eval,train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407,qwen3_5_0_8b_base,all_layers,codealpaca,3407,16.0,32.0,hellaswag,0.43359375,512,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/results/eval_details/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407__inline_eval__hellaswag.jsonl,accuracy,0.698891985880004,1.1881163759960067,/content/drive/MyDrive/papers-tecnicos/3-LoRA-Placement/models/train__qwen3_5_0_8b_base__all_layers__codealpaca__seed3407/final_adapter,10822656.0,1.418033759474124,0.416015625,0.017578125,0.43359375,0.0,0.014794952207660743
