kind,model_key,condition,train_dataset,seed,benchmark,path,n,correct,accuracy,wilson_low,wilson_high
train,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,512,203,0.396484375,0.35503511324318504,0.439475393449443
train,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,humaneval,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,164,0,0.0,0.0,0.022887425119427582
train,qwen3_5_0_8b_base,gdn_only,codealpaca,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,512,245,0.478515625,0.4355672416399762,0.5217839955981164
train,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,299,219,0.7324414715719063,0.6795477469302283,0.7794382866904156
train,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,128,19,0.1484375,0.09713463115350009,0.22022729122631057
train,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,512,231,0.451171875,0.40859226482341326,0.4944787288995245
train,qwen3_5_0_8b_base,gdn_only,gsm8k_train,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,512,250,0.48828125,0.4452323527485954,0.5315046857449096
train,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,299,219,0.7324414715719063,0.6795477469302283,0.7794382866904156
train,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,256,62,0.2421875,0.19377015335079256,0.2982277726187974
train,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,512,196,0.3828125,0.34173001550060694,0.42564036943444367
train,qwen3_5_0_8b_base,gdn_only,ultrachat,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,512,250,0.48828125,0.4452323527485954,0.5315046857449096
train,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,299,216,0.7224080267558528,0.6690726373146063,0.7701010495310459
train,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__gsm8k.jsonl,256,58,0.2265625,0.1795467073799799,0.28166321410291856
train,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__hellaswag.jsonl,512,218,0.42578125,0.3836604467898356,0.4690074636690298
train,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,humaneval,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__humaneval.jsonl,164,0,0.0,0.0,0.022887425119427582
train,qwen3_5_0_8b_base,gdn_plus_mlp,codealpaca,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__codealpaca__seed3407__inline_eval__mmlu.jsonl,512,245,0.478515625,0.4355672416399762,0.5217839955981164
train,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,299,213,0.7123745819397993,0.658628554423782,0.7607327856468784
train,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,128,26,0.203125,0.1425573819359227,0.2809926858514729
train,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,512,222,0.43359375,0.39131972552170646,0.4768568259414889
train,qwen3_5_0_8b_base,gdn_plus_mlp,gsm8k_train,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,512,257,0.501953125,0.4587909760864277,0.5450861841646548
train,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,299,222,0.7424749163879598,0.6900549564681313,0.7887434239275044
train,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__gsm8k.jsonl,256,42,0.1640625,0.12372760124959209,0.21433030228654026
train,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__hellaswag.jsonl,512,214,0.41796875,0.37601197713271584,0.4611472923218196
train,qwen3_5_0_8b_base,gdn_plus_mlp,ultrachat,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__gdn_plus_mlp__ultrachat__seed3407__inline_eval__mmlu.jsonl,512,249,0.486328125,0.4432980216250284,0.5295618566173942
train,qwen3_5_0_8b_base,mlp_only,codealpaca,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,299,223,0.745819397993311,0.6935646947444548,0.7918378012428448
train,qwen3_5_0_8b_base,mlp_only,codealpaca,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__codealpaca__seed3407__inline_eval__gsm8k.jsonl,256,52,0.203125,0.15839924133131683,0.25662867342154433
train,qwen3_5_0_8b_base,mlp_only,codealpaca,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,512,218,0.42578125,0.3836604467898356,0.4690074636690298
train,qwen3_5_0_8b_base,mlp_only,codealpaca,3407,humaneval,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,164,0,0.0,0.0,0.022887425119427582
train,qwen3_5_0_8b_base,mlp_only,codealpaca,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,512,254,0.49609375,0.4529762159516554,0.5392694635461797
train,qwen3_5_0_8b_base,mlp_only,gsm8k_train,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,299,212,0.7090301003344481,0.6551539177245007,0.7576033067544956
train,qwen3_5_0_8b_base,mlp_only,gsm8k_train,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,128,49,0.3828125,0.3031862585769025,0.46926771554970104
train,qwen3_5_0_8b_base,mlp_only,gsm8k_train,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,512,235,0.458984375,0.41628622081273753,0.5022934139145303
train,qwen3_5_0_8b_base,mlp_only,gsm8k_train,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,512,244,0.4765625,0.43363618411142957,0.5198378928755806
train,qwen3_5_0_8b_base,mlp_only,ultrachat,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,299,223,0.745819397993311,0.6935646947444548,0.7918378012428448
train,qwen3_5_0_8b_base,mlp_only,ultrachat,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,256,37,0.14453125,0.10671067600593546,0.1928622219218325
train,qwen3_5_0_8b_base,mlp_only,ultrachat,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,512,213,0.416015625,0.37410155791100497,0.45918055129244795
train,qwen3_5_0_8b_base,mlp_only,ultrachat,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__mlp_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,512,252,0.4921875,0.4491029768906986,0.5353883821049714
train,qwen3_5_0_8b_base,softmax_only,codealpaca,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,299,215,0.7190635451505016,0.6655878788800402,0.7669816923739479
train,qwen3_5_0_8b_base,softmax_only,codealpaca,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__codealpaca__seed3407__inline_eval__gsm8k.jsonl,256,47,0.18359375,0.14096616877647156,0.23557674036802523
train,qwen3_5_0_8b_base,softmax_only,codealpaca,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__codealpaca__seed3407__inline_eval__hellaswag.jsonl,512,219,0.427734375,0.3855742560818471,0.4709708146281008
train,qwen3_5_0_8b_base,softmax_only,codealpaca,3407,humaneval,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__codealpaca__seed3407__inline_eval__humaneval.jsonl,164,0,0.0,0.0,0.022887425119427582
train,qwen3_5_0_8b_base,softmax_only,codealpaca,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__codealpaca__seed3407__inline_eval__mmlu.jsonl,512,259,0.505859375,0.46267075036527133,0.5489607303879761
train,qwen3_5_0_8b_base,softmax_only,gsm8k_train,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,299,217,0.725752508361204,0.6725608423246756,0.7732169601126404
train,qwen3_5_0_8b_base,softmax_only,gsm8k_train,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,128,51,0.3984375,0.3177758511189852,0.4850175931240712
train,qwen3_5_0_8b_base,softmax_only,gsm8k_train,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,512,204,0.3984375,0.35693864618312077,0.4414490207605898
train,qwen3_5_0_8b_base,softmax_only,gsm8k_train,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,512,251,0.490234375,0.4471673378916501,0.5334468608529375
train,qwen3_5_0_8b_base,softmax_only,ultrachat,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,299,223,0.745819397993311,0.6935646947444548,0.7918378012428448
train,qwen3_5_0_8b_base,softmax_only,ultrachat,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__ultrachat__seed3407__inline_eval__gsm8k.jsonl,256,66,0.2578125,0.20808593083982155,0.31469999961646
train,qwen3_5_0_8b_base,softmax_only,ultrachat,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__ultrachat__seed3407__inline_eval__hellaswag.jsonl,512,216,0.421875,0.3798348559863955,0.4650787339703049
train,qwen3_5_0_8b_base,softmax_only,ultrachat,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_only__ultrachat__seed3407__inline_eval__mmlu.jsonl,512,250,0.48828125,0.4452323527485954,0.5315046857449096
train,qwen3_5_0_8b_base,softmax_plus_mlp,codealpaca,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__codealpaca__seed3407__inline_eval__arc_challenge.jsonl,299,218,0.7290969899665551,0.6760525322981806,0.7763293857307995
train,qwen3_5_0_8b_base,softmax_plus_mlp,codealpaca,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__codealpaca__seed3407__inline_eval__gsm8k.jsonl,256,25,0.09765625,0.06702402222215342,0.14018486224554
train,qwen3_5_0_8b_base,softmax_plus_mlp,codealpaca,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__codealpaca__seed3407__inline_eval__hellaswag.jsonl,512,211,0.412109375,0.3702827666408202,0.45524502206046774
train,qwen3_5_0_8b_base,softmax_plus_mlp,codealpaca,3407,humaneval,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__codealpaca__seed3407__inline_eval__humaneval.jsonl,164,0,0.0,0.0,0.022887425119427582
train,qwen3_5_0_8b_base,softmax_plus_mlp,codealpaca,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__codealpaca__seed3407__inline_eval__mmlu.jsonl,512,253,0.494140625,0.4510392696120239,0.5373292496347286
train,qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__gsm8k_train__seed3407__inline_eval__arc_challenge.jsonl,299,211,0.705685618729097,0.6516825861579536,0.7544705227293789
train,qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__gsm8k_train__seed3407__inline_eval__gsm8k.jsonl,128,19,0.1484375,0.09713463115350009,0.22022729122631057
train,qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__gsm8k_train__seed3407__inline_eval__hellaswag.jsonl,512,213,0.416015625,0.37410155791100497,0.45918055129244795
train,qwen3_5_0_8b_base,softmax_plus_mlp,gsm8k_train,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__gsm8k_train__seed3407__inline_eval__mmlu.jsonl,512,246,0.48046875,0.43749895445367276,0.5237294430355024
train,qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,3407,arc_challenge,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__ultrachat__seed3407__inline_eval__arc_challenge.jsonl,299,216,0.7224080267558528,0.6690726373146063,0.7701010495310459
train,qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,3407,gsm8k,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__ultrachat__seed3407__inline_eval__gsm8k.jsonl,256,35,0.13671875,0.09997371828318014,0.1842051774012421
train,qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,3407,hellaswag,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__ultrachat__seed3407__inline_eval__hellaswag.jsonl,512,205,0.400390625,0.35884287490902683,0.44342195228576625
train,qwen3_5_0_8b_base,softmax_plus_mlp,ultrachat,3407,mmlu,/mnt/data/figures_results_tables/results/eval_details/train__qwen3_5_0_8b_base__softmax_plus_mlp__ultrachat__seed3407__inline_eval__mmlu.jsonl,512,256,0.5,0.45685206921855137,0.5431479307814486
